Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,2310.4812478131857,2345.834074124635,2253.460485369533,2255.741455078125,37409,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,2357.2380591711935,2391.450514207165,2319.604497842461,2377.765625,39512,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,2461.015943451222,2502.0708417293463,2429.084227002652,2448.47119140625,37668,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,2383.46751920981,2410.8375275564977,2288.8129746827776,2325.306396484375,36245,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,2321.8849975537023,2356.0974490854896,2278.54936482426,2320.74462890625,32528,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,2240.9155277137684,2348.1145866390507,2232.9327153331965,2278.54931640625,32117,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,2250.039047544516,2341.2722540214463,2246.617709494414,2325.306396484375,40585,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,2273.987783319665,2302.498161164651,2229.5115474778777,2235.213623046875,26520,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,2232.9329601121613,2262.5837076564194,2170.210126760899,2221.52880859375,57608,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,2230.652006792498,2323.025588358664,2221.5288247223675,2300.21728515625,40824,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,2244.3369146980654,2248.8983892907318,2185.0351927950055,2187.316162109375,38406,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,2161.086695894282,2193.0184127041634,2139.4187617745806,2143.98046875,41565,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,2166.7885865124185,2171.350293098157,2121.1719846911046,2148.5419921875,29604,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,2104.0660656279547,2114.329848937071,2026.5177384235994,2096.083251953125,45098,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,2073.274794620096,2133.7166571672865,2044.7644164323503,2045.90478515625,38619,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,1971.777955995506,2159.9464667431416,1952.3907581015744,2116.610595703125,62329,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,2299.076969433994,2372.063587768959,2281.970741637583,2361.7998046875,68496,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,2268.2856349292524,2323.0254194234203,2169.069384003128,2191.877685546875,40412,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,2223.80926749692,2318.4638060488714,2201.0009673174645,2313.902099609375,39948,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,2364.080481207654,2455.313684812109,2297.93631578721,2319.604248046875,66899,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,2367.501822287683,2599.0061922357213,2367.501822287683,2568.21484375,71809,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,2534.0024363517523,2549.968295270318,2461.016050469274,2475.84130859375,32525,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,2281.9709313272438,2320.745097292504,2235.213951200643,2242.056396484375,41727,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,2117.750684125725,2193.0182640737985,2081.2574948317806,2094.9423828125,41016,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,2091.521484375,2170.2101781177757,2085.819408480858,2091.521484375,23281,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,2158.8060200401715,2245.477526975019,2151.9633433726863,2244.337158203125,39895,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,2303.6385626903825,2303.6385626903825,2140.5591062867634,2141.69970703125,35961,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,2083.5381076509116,2083.5381076509116,1977.4796520929226,2009.4111328125,45459,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,1950.1097539563946,1952.3904912707658,1912.4760801520224,1922.73974609375,43056,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,1975.1988929363838,1977.479862384793,1877.1232391240874,1920.4591064453125,50202,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,1881.6849512767242,1964.9353479889146,1853.1745732270767,1930.7227783203125,38988,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,2037.9218044628278,2051.606925636305,2000.2882432763986,2012.832763671875,41180,0.0,0.0,0.0
