Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,2310.480997748031,2345.833820233217,2253.460241475779,2255.7412109375,37409,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,2357.2380591711935,2391.450514207165,2319.604497842461,2377.765625,39512,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,2461.015943451222,2502.0708417293463,2429.084227002652,2448.47119140625,37668,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,2383.467268962681,2410.837274435712,2288.812734373702,2325.30615234375,36245,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,2321.8854860748843,2356.097944804921,2278.5498442276885,2320.7451171875,32528,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,2240.9155277137684,2348.1145866390507,2232.9327153331965,2278.54931640625,32117,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,2250.038811306427,2341.27200820452,2246.6174736155413,2325.30615234375,40585,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,2273.9875349439426,2302.49790967489,2229.5113039600606,2235.21337890625,26520,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,2232.9324693243343,2262.5832103515017,2170.209649759246,2221.5283203125,57608,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,2230.651770035398,2323.02534179721,2221.528588933584,2300.217041015625,40824,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,2244.3369146980654,2248.8983892907318,2185.0351927950055,2187.316162109375,38406,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,2161.0864498057267,2193.0181629794606,2139.418518153409,2143.980224609375,41565,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,2166.7888327264195,2171.3505398305083,2121.1722257216525,2148.542236328125,29604,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,2104.065820557534,2114.329602671179,2026.5175023855952,2096.0830078125,45098,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,2073.274794620096,2133.7166571672865,2044.7644164323503,2045.90478515625,38619,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,1971.777955995506,2159.9464667431416,1952.3907581015744,2116.610595703125,62329,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,2299.076731777065,2372.063342567361,2281.970505748935,2361.799560546875,68496,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,2268.2858875805186,2323.025678171836,2169.069625603268,2191.8779296875,40412,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,2223.8095021318186,2318.4640506708038,2201.0011995458513,2313.90234375,39948,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,2364.080481207654,2455.313684812109,2297.93631578721,2319.604248046875,66899,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,2367.5015972273163,2599.005945167997,2367.5015972273163,2568.214599609375,71809,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,2534.0021864759074,2549.968043820093,2461.015807790555,2475.841064453125,32525,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,2281.9706828402695,2320.7448445833575,2235.213707805101,2242.05615234375,41727,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,2117.750684125725,2193.0182640737985,2081.2574948317806,2094.9423828125,41016,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,2091.521484375,2170.2101781177757,2085.819408480858,2091.521484375,23281,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,2158.805785203686,2245.477282710344,2151.9631092805516,2244.3369140625,39895,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,2303.6385626903825,2303.6385626903825,2140.5591062867634,2141.69970703125,35961,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,2083.5381076509116,2083.5381076509116,1977.4796520929226,2009.4111328125,45459,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,1950.109877764366,1952.3906152235359,1912.4762015707186,1922.7398681640625,43056,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,1975.1988929363838,1977.479862384793,1877.1232391240874,1920.4591064453125,50202,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,1881.6849512767242,1964.9353479889146,1853.1745732270767,1930.7227783203125,38988,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,2037.9215572791013,2051.606676792682,2000.2880006573243,2012.83251953125,41180,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,1927.301574503186,1934.144018896628,1847.4725152042374,1855.4554443359375,35766,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,1881.6850396812329,2023.0965678548287,1860.0171049418973,1937.5654296875,56411,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,1978.620138460535,2134.856909612451,1972.9180631335594,2113.189208984375,94039,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,2406.275720266297,2451.8923215983596,2321.884961398375,2413.1181640625,76363,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,2311.6213412338907,2673.133071264173,2309.3406038151197,2636.6396484375,131186,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,2559.091513606798,2670.8520534449517,2442.7690349776444,2613.831298828125,114796,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,2855.5992691198917,2998.1511472506963,2697.08153423483,2981.044921875,118069,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,3299.221004402943,3311.7655242031196,2718.7496672968714,2768.927978515625,92405,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,2605.8486451033323,2906.9182942672414,2490.666760147891,2491.80712890625,73375,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,2474.7007666623444,2804.280776920985,2354.9571811786827,2748.400390625,58445,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,2559.0914074340526,2693.6602435358845,2337.8508422960845,2338.9912109375,79118,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,2518.0364990238154,2601.2866576634538,2369.782543947657,2546.546875,42653,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,2776.91067028448,2889.8118075949315,2637.780125812555,2702.78369140625,51205,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,3280.9738091726276,3389.313232421875,2994.729695201905,3389.313232421875,46908,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,2974.202885057949,3369.9268600846967,2744.979248046875,2744.979248046875,32708,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,3003.853532939515,3290.097687416888,2890.9523873836433,3215.970703125,33633,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,3854.6034921875,4276.55712890625,3488.5302483567393,4276.55712890625,54861,0.0,0.0,0.0
2020-03-13 00:00:00-04:00,3399.577648967247,4265.152828140563,2862.442138671875,2862.442138671875,39673,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,3876.271284032259,4219.536210422474,3388.173489046433,4186.46435546875,32337,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,3917.3255794102815,4390.597810983867,2932.0069593209455,2998.151123046875,41658,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,3691.5236305703106,4159.093827229189,3291.237972029369,3725.736083984375,38684,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,3944.695820196146,4144.268471545338,3022.100149002043,3371.067138671875,27825,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,3012.97657098056,3663.0131714192553,2828.2294194525693,3661.872802734375,38066,0.0,0.0,0.0
2020-03-23 00:00:00-04:00,3446.3344584422434,3808.986565576841,3091.665396494238,3330.01220703125,29979,0.0,0.0,0.0
2020-03-24 00:00:00-04:00,2785.387791320686,2799.0975639641256,2199.29094311467,2228.99560546875,55828,6.36,0.0,0.0
2020-03-25 00:00:00-04:00,2147.878965138191,2385.516730852862,1938.8035359245848,2273.552734375,65329,0.0,0.0,0.0
2020-03-26 00:00:00-04:00,2114.7465916668225,2168.443701413478,1827.9819670706065,1830.2669677734375,75015,0.0,0.0,0.0
2020-03-27 00:00:00-04:00,2013.065040614666,2103.321696383957,1912.526172271598,2088.469482421875,56030,0.0,0.0,0.0
2020-03-30 00:00:00-04:00,2018.7775690316462,2067.9046792494587,1856.5442562322487,1861.1142578125,49501,0.0,0.0,0.0
2020-03-31 00:00:00-04:00,1869.1114937367736,2024.4899126953455,1771.9999528326755,1984.5028076171875,64650,0.0,0.0,0.0
2020-04-01 00:00:00-04:00,2170.728902881943,2359.239570763796,2031.3453505149819,2303.257568359375,77452,0.0,0.0,0.0
2020-04-02 00:00:00-04:00,2342.102238067209,2362.66713118232,2077.0449070277823,2085.042236328125,56173,0.0,0.0,0.0
2020-04-03 00:00:00-04:00,2111.319531697246,2287.2626323053864,2019.9204217958927,2203.861083984375,53888,0.0,0.0,0.0
2020-04-06 00:00:00-04:00,1930.8061205657498,1942.231008853121,1513.7976980766973,1537.7899169921875,94683,0.0,0.0,0.0
2020-04-07 00:00:00-04:00,1359.5616987021044,1548.072354404497,1357.2766978132324,1545.787353515625,110311,0.0,0.0,0.0
2020-04-08 00:00:00-04:00,1462.3855805239846,1530.9349046110462,1372.1289239880343,1390.4088134765625,80799,0.0,0.0,0.0
2020-04-09 00:00:00-04:00,1330.9994898002133,1517.2251462450038,1302.43726898905,1477.238037109375,112068,0.0,0.0,0.0
2020-04-13 00:00:00-04:00,1486.3779646062872,1527.5076334154403,1410.9737461194723,1418.97119140625,81918,0.0,0.0,0.0
